step,ts,y_real,y_linear,y_poly,y_alphabeta,y_kalman,y_naive,err_linear,err_poly,err_alphabeta,err_kalman,err_naive,err_rel_linear,err_rel_poly,err_rel_alphabeta,err_rel_kalman,err_rel_naive,w_pre_linear,w_pre_poly,w_pre_alphabeta,w_pre_kalman,w_pre_naive,w_linear,w_poly,w_alphabeta,w_kalman,w_naive,reward_linear,reward_poly,reward_alphabeta,reward_kalman,reward_naive,rank_linear,rank_poly,rank_alphabeta,rank_kalman,rank_naive,chosen_by_error,chosen_by_weight,choices_differ,decay_share,total_reward
149,2025-03-13 02:30:00,0.052766,-0.190449,-0.558123,0.051656,-0.169678,0.066093,0.243215,0.610889,0.00111,0.222444,0.013328,-100.0,-100.0,-2.103368,-100.0,25.257865,-30.445255,-69.386861,33.167883,-31.10219,97.766423,-30.89781,-69.948905,34.357664,-31.372263,97.861314,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
150,2025-03-13 03:00:00,0.045618,-0.201866,-0.37864,0.035607,-0.152999,0.052766,0.247484,0.424258,0.010012,0.198618,0.007147,-100.0,-100.0,-21.946869,-100.0,15.667965,-30.89781,-69.948905,34.357664,-31.372263,97.861314,-31.350365,-70.510949,34.452555,-31.642336,99.051095,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
151,2025-03-13 03:30:00,0.039549,-0.175325,-0.249482,0.02871,-0.122513,0.045618,0.214874,0.289031,0.010839,0.162062,0.006069,-100.0,-100.0,-27.407619,-100.0,15.346531,-31.350365,-70.510949,34.452555,-31.642336,99.051095,-31.80292,-71.072993,34.547445,-31.912409,100.240876,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
152,2025-03-13 04:00:00,0.036143,-0.128795,-0.048406,0.021775,-0.091093,0.039549,0.164939,0.084549,0.014368,0.127236,0.003406,-100.0,-100.0,-39.753095,-100.0,9.422916,-31.80292,-71.072993,34.547445,-31.912409,100.240876,-32.364964,-71.343066,34.642336,-32.364964,101.430657,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
153,2025-03-13 04:30:00,0.034341,-0.094914,0.139522,0.018464,-0.059969,0.036143,0.129254,0.105181,0.015876,0.09431,0.001803,-100.0,100.0,-46.231329,-100.0,5.249412,-32.364964,-71.343066,34.642336,-32.364964,101.430657,-32.927007,-71.79562,34.737226,-32.635036,102.620438,0.437956,0.547445,1.094891,0.729927,2.189781,5,4,2,3,1,naive,naive,False,1.0,5.0
154,2025-03-13 05:00:00,0.03445,-0.063181,0.258637,0.016504,-0.031843,0.034341,0.097632,0.224186,0.017947,0.066293,0.00011,-100.0,100.0,-52.094859,-100.0,-0.31889,-32.927007,-71.79562,34.737226,-32.635036,102.620438,-33.379562,-72.357664,34.832117,-32.905109,103.810219,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
155,2025-03-13 05:30:00,0.038555,-0.034866,0.287663,0.016646,-0.006094,0.03445,0.073421,0.249109,0.021909,0.044649,0.004104,-100.0,100.0,-56.825543,-100.0,-10.645282,-33.379562,-72.357664,34.832117,-32.905109,103.810219,-33.832117,-72.919708,34.927007,-33.175182,105.0,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
156,2025-03-13 06:00:00,0.049543,-0.008244,0.258957,0.021099,0.023899,0.038555,0.057787,0.209414,0.028445,0.025644,0.010989,-100.0,100.0,-57.413642,-51.761307,-22.179811,-33.832117,-72.919708,34.927007,-33.175182,105.0,-34.284672,-73.481752,34.656934,-33.080292,106.189781,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
157,2025-03-13 06:30:00,0.068971,0.029321,0.284552,0.032764,0.068485,0.049543,0.03965,0.215581,0.036207,0.000486,0.019428,-57.487776,100.0,-52.49638,-0.70436,-28.168011,-34.284672,-73.481752,34.656934,-33.080292,106.189781,-34.737226,-74.043796,34.386861,-31.890511,106.284672,0.547445,0.437956,0.729927,2.189781,1.094891,4,5,3,1,2,kalman,kalman,False,1.0,5.0
158,2025-03-13 07:00:00,0.102462,0.078879,0.349501,0.054261,0.13454,0.068971,0.023582,0.247039,0.048201,0.032078,0.033491,-23.015757,100.0,-47.042998,31.307058,-32.686148,-34.737226,-74.043796,34.386861,-31.890511,106.284672,-33.547445,-74.605839,33.934307,-31.79562,106.014599,2.189781,0.437956,0.547445,1.094891,0.729927,1,5,4,2,3,linear,linear,False,1.0,5.0
159,2025-03-13 07:30:00,0.139896,0.155648,0.484848,0.089767,0.237089,0.102462,0.015751,0.344952,0.050129,0.097193,0.037435,11.259265,100.0,-35.832885,69.474894,-26.758765,-33.547445,-74.605839,33.934307,-31.79562,106.014599,-32.357664,-75.167883,33.664234,-32.248175,106.109489,2.189781,0.437956,0.729927,0.547445,1.094891,1,5,3,4,2,linear,linear,False,1.0,5.0
160,2025-03-13 08:00:00,0.17264,0.252918,0.665943,0.130339,0.351231,0.139896,0.080277,0.493303,0.042301,0.17859,0.032744,46.499685,100.0,-24.502457,100.0,-18.966618,-32.357664,-75.167883,33.664234,-32.248175,106.109489,-32.627737,-75.729927,33.759124,-32.70073,107.29927,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
161,2025-03-13 08:30:00,0.192535,0.354363,0.814032,0.167149,0.442162,0.17264,0.161828,0.621497,0.025386,0.249627,0.019894,84.051201,100.0,-13.185002,100.0,-10.332912,-32.627737,-75.729927,33.759124,-32.70073,107.29927,-32.89781,-76.291971,33.854015,-33.153285,108.489051,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
162,2025-03-13 09:00:00,0.210489,0.43442,0.876099,0.190406,0.477528,0.192535,0.223931,0.66561,0.020083,0.267039,0.017954,100.0,100.0,-9.541272,100.0,-8.529751,-32.89781,-76.291971,33.854015,-33.153285,108.489051,-33.167883,-76.854015,33.948905,-33.605839,109.678832,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
163,2025-03-13 09:30:00,0.209668,0.486216,0.847248,0.211145,0.481169,0.210489,0.276548,0.637581,0.001477,0.271501,0.000821,100.0,100.0,0.704355,100.0,0.391612,-33.167883,-76.854015,33.948905,-33.605839,109.678832,-33.620438,-77.416058,34.043796,-33.875912,110.868613,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
164,2025-03-13 10:00:00,0.218251,0.485826,0.682417,0.212208,0.424948,0.209668,0.267576,0.464166,0.006042,0.206697,0.008583,100.0,100.0,-2.768508,94.706133,-3.932519,-33.620438,-77.416058,34.043796,-33.875912,110.868613,-34.072993,-77.978102,35.233577,-34.145985,110.963504,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
165,2025-03-13 10:30:00,0.21634,0.455685,0.477105,0.220728,0.379602,0.218251,0.239345,0.260765,0.004388,0.163262,0.001911,100.0,100.0,2.028392,75.465688,0.883232,-34.072993,-77.978102,35.233577,-34.145985,110.963504,-34.525547,-78.540146,35.328467,-34.416058,112.153285,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
166,2025-03-13 11:00:00,0.22193,0.394599,0.234328,0.219464,0.322302,0.21634,0.172669,0.012398,0.002466,0.100372,0.00559,77.803565,5.586539,-1.111201,45.227024,-2.518832,-34.525547,-78.540146,35.328467,-34.416058,112.153285,-35.087591,-78.810219,36.518248,-34.868613,112.248175,0.437956,0.729927,2.189781,0.547445,1.094891,5,3,1,4,2,alphabeta,alphabeta,False,1.0,5.0
167,2025-03-13 11:30:00,0.211904,0.337389,0.043881,0.225843,0.291078,0.22193,0.125485,0.168023,0.013939,0.079174,0.010026,59.21802,-79.292099,6.578113,37.363422,4.731507,-35.087591,-78.810219,36.518248,-34.868613,112.248175,-35.540146,-79.372263,36.613139,-35.138686,113.437956,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
168,2025-03-13 12:00:00,0.0677,0.278712,-0.120223,0.216688,0.237313,0.211904,0.211012,0.187923,0.148988,0.169613,0.144204,100.0,-100.0,100.0,100.0,100.0,-35.540146,-79.372263,36.613139,-35.138686,113.437956,-36.10219,-79.824818,36.708029,-35.408759,114.627737,0.437956,0.547445,1.094891,0.729927,2.189781,5,4,2,3,1,naive,naive,False,1.0,5.0
169,2025-03-13 12:30:00,0.0665,0.059905,-0.728443,0.071845,-0.170143,0.0677,0.006595,0.794943,0.005345,0.236643,0.0012,-9.917941,-100.0,8.037894,-100.0,1.804511,-36.10219,-79.824818,36.708029,-35.408759,114.627737,-36.372263,-80.386861,36.80292,-35.861314,115.817518,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
170,2025-03-13 13:00:00,0.0549,-0.100383,-0.97712,0.053083,-0.296344,0.0665,0.155283,1.03202,0.001817,0.351244,0.0116,-100.0,-100.0,-3.309722,-100.0,21.129326,-36.372263,-80.386861,36.80292,-35.861314,115.817518,-36.642336,-80.948905,37.992701,-36.313869,115.912409,0.729927,0.437956,2.189781,0.547445,1.094891,3,5,1,4,2,alphabeta,alphabeta,False,1.0,5.0
171,2025-03-13 14:00:00,0.0318,-0.210934,-1.006214,0.041206,-0.30559,0.0549,0.242734,1.038014,0.009406,0.33739,0.0231,-100.0,-100.0,29.57894,-100.0,72.641509,-36.642336,-80.948905,37.992701,-36.313869,115.912409,-36.912409,-81.510949,39.182482,-36.766423,116.007299,0.729927,0.437956,2.189781,0.547445,1.094891,3,5,1,4,2,alphabeta,alphabeta,False,1.0,5.0
172,2025-03-13 14:30:00,0.0618,-0.301435,-0.933948,0.01676,-0.296249,0.0318,0.363235,0.995748,0.04504,0.358049,0.03,-100.0,-100.0,-72.879662,-100.0,-48.543689,-36.912409,-81.510949,39.182482,-36.766423,116.007299,-37.364964,-82.072993,39.277372,-37.036496,117.19708,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
173,2025-03-13 15:00:00,0.0601,-0.285922,-0.596124,0.044254,-0.145966,0.0618,0.346022,0.656224,0.015846,0.206066,0.0017,-100.0,-100.0,-26.36523,-100.0,2.828619,-37.364964,-82.072993,39.277372,-37.036496,117.19708,-37.817518,-82.635036,39.372263,-37.306569,118.386861,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
174,2025-03-13 15:30:00,0.0598,-0.224772,-0.221444,0.04591,-0.044366,0.0601,0.284572,0.281244,0.01389,0.104166,0.0003,-100.0,-100.0,-23.227026,-100.0,0.501672,-37.817518,-82.635036,39.372263,-37.306569,118.386861,-38.379562,-83.087591,39.467153,-37.576642,119.576642,0.437956,0.547445,1.094891,0.729927,2.189781,5,4,2,3,1,naive,naive,False,1.0,5.0
175,2025-03-13 16:00:00,0.0596,-0.106389,0.123971,0.047487,0.019163,0.0598,0.165989,0.064371,0.012113,0.040437,0.0002,-100.0,100.0,-20.323097,-67.847837,0.33557,-38.379562,-83.087591,39.467153,-37.576642,119.576642,-38.941606,-83.540146,39.562044,-37.846715,120.766423,0.437956,0.547445,1.094891,0.729927,2.189781,5,4,2,3,1,naive,naive,False,1.0,5.0
176,2025-03-13 16:30:00,0.0623,0.050607,0.440449,0.050909,0.053784,0.0596,0.011693,0.378149,0.011391,0.008516,0.0027,-18.768631,100.0,-18.283331,-13.669563,-4.333868,-38.941606,-83.540146,39.562044,-37.846715,120.766423,-39.394161,-84.10219,39.291971,-37.751825,121.956204,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
177,2025-03-13 17:00:00,0.062,0.069379,0.64678,0.05589,0.076691,0.0623,0.007379,0.58478,0.00611,0.014691,0.0003,11.900922,100.0,-9.854765,23.694845,0.483871,-39.394161,-84.10219,39.291971,-37.751825,121.956204,-39.664234,-84.664234,39.386861,-38.20438,123.145985,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
178,2025-03-13 17:30:00,0.0627,0.087925,0.703566,0.057854,0.082609,0.062,0.025225,0.640866,0.004846,0.019909,0.0007,40.23126,100.0,-7.7292,31.752998,-1.116427,-39.664234,-84.664234,39.386861,-38.20438,123.145985,-40.116788,-85.226277,39.481752,-38.474453,124.335766,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
179,2025-03-13 18:00:00,0.0627,0.093464,0.531914,0.060248,0.082715,0.0627,0.030764,0.469214,0.002452,0.020015,0.0,49.065846,100.0,-3.910078,31.922365,0.0,-40.116788,-85.226277,39.481752,-38.474453,124.335766,-40.569343,-85.788321,39.576642,-38.744526,125.525547,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
180,2025-03-13 18:30:00,0.062,0.065971,0.133626,0.061273,0.078649,0.0627,0.003971,0.071626,0.000727,0.016649,0.0007,6.40553,100.0,-1.173235,26.853356,1.129032,-40.569343,-85.788321,39.576642,-38.744526,125.525547,-40.839416,-86.350365,39.671533,-39.19708,126.715328,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
181,2025-03-13 19:00:00,0.0604,0.067314,0.087424,0.061657,0.071815,0.062,0.006914,0.027024,0.001257,0.011415,0.0016,11.447493,44.74193,2.080848,18.899459,2.649007,-40.839416,-86.350365,39.671533,-39.19708,126.715328,-41.109489,-86.912409,40.861314,-39.649635,126.810219,0.729927,0.437956,2.189781,0.547445,1.094891,3,5,1,4,2,alphabeta,alphabeta,False,1.0,5.0
182,2025-03-13 19:30:00,0.0582,0.064346,0.016581,0.060561,0.062705,0.0604,0.006146,0.041619,0.002361,0.004505,0.0022,10.560874,-71.511092,4.055903,7.740426,3.780069,-41.109489,-86.912409,40.861314,-39.649635,126.810219,-41.562044,-87.474453,40.956204,-39.919708,128.0,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
183,2025-03-13 20:00:00,0.0546,0.058136,-0.02998,0.058675,0.052597,0.0582,0.003536,0.08458,0.004075,0.002003,0.0036,6.475667,-100.0,7.463491,-3.667634,6.593407,-41.562044,-87.474453,40.956204,-39.919708,128.0,-41.467153,-88.036496,40.50365,-38.729927,127.729927,1.094891,0.437956,0.547445,2.189781,0.729927,2,5,4,1,3,kalman,kalman,False,1.0,5.0
184,2025-03-13 20:30:00,0.0504,0.047675,0.023374,0.055104,0.040009,0.0546,0.002725,0.027026,0.004704,0.010391,0.0042,-5.406746,-53.622271,9.333535,-20.617864,8.333333,-41.467153,-88.036496,40.50365,-38.729927,127.729927,-40.277372,-88.59854,40.233577,-39.182482,127.824818,2.189781,0.437956,0.729927,0.547445,1.094891,1,5,3,4,2,linear,linear,False,1.0,5.0
185,2025-03-13 21:00:00,0.0455,0.037139,-0.007714,0.050658,0.02664,0.0504,0.008361,0.053214,0.005158,0.01886,0.0049,-18.375196,-100.0,11.336463,-41.450804,10.769231,-40.277372,-88.59854,40.233577,-39.182482,127.824818,-40.547445,-89.160584,40.328467,-39.635036,129.014599,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
186,2025-03-13 21:30:00,0.042,0.023907,-0.034266,0.045288,0.012983,0.0455,0.018093,0.076266,0.003288,0.029017,0.0035,-43.078231,-100.0,7.827723,-69.08824,8.333333,-40.547445,-89.160584,40.328467,-39.635036,129.014599,-40.817518,-89.722628,41.518248,-40.087591,129.109489,0.729927,0.437956,2.189781,0.547445,1.094891,3,5,1,4,2,alphabeta,alphabeta,False,1.0,5.0
187,2025-03-13 22:00:00,0.0394,0.012529,-0.048432,0.040927,0.004688,0.042,0.026871,0.087832,0.001527,0.034712,0.0026,-68.201595,-100.0,3.87506,-88.101562,6.598985,-40.817518,-89.722628,41.518248,-40.087591,129.109489,-41.087591,-90.284672,42.708029,-40.540146,129.20438,0.729927,0.437956,2.189781,0.547445,1.094891,3,5,1,4,2,alphabeta,alphabeta,False,1.0,5.0
188,2025-03-13 22:30:00,0.0371,0.004554,-0.045179,0.037059,0.002009,0.0394,0.032546,0.082279,4.1e-05,0.035091,0.0023,-87.726223,-100.0,-0.109389,-94.585158,6.199461,-41.087591,-90.284672,42.708029,-40.540146,129.20438,-41.357664,-90.846715,43.89781,-40.992701,129.29927,0.729927,0.437956,2.189781,0.547445,1.094891,3,5,1,4,2,alphabeta,alphabeta,False,1.0,5.0
189,2025-03-13 23:00:00,0.0341,0.000268,-0.037511,0.032937,0.002505,0.0371,0.033832,0.071611,0.001163,0.031595,0.003,-99.214495,-100.0,-3.409125,-92.654082,8.797654,-41.357664,-90.846715,43.89781,-40.992701,129.29927,-41.810219,-91.408759,45.087591,-41.262774,129.394161,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
190,2025-03-13 23:30:00,0.0329,-0.001879,-0.023298,0.027056,0.001924,0.0341,0.034779,0.056198,0.005844,0.030976,0.0012,-100.0,-100.0,-17.761704,-94.152459,3.647416,-41.810219,-91.408759,45.087591,-41.262774,129.394161,-42.262774,-91.970803,45.182482,-41.532847,130.583942,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
191,2025-03-14 00:00:00,0.0289,2.1e-05,-0.002717,0.022627,0.005129,0.0329,0.028879,0.031617,0.006273,0.023771,0.004,-99.925853,-100.0,-21.704484,-82.252013,13.84083,-42.262774,-91.970803,45.182482,-41.532847,130.583942,-42.715328,-92.532847,45.277372,-41.80292,131.773723,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
192,2025-03-14 00:30:00,0.0235,0.000296,0.00778,0.015981,0.001657,0.0289,0.023204,0.01572,0.007519,0.021843,0.0054,-98.738602,-66.892788,-31.994963,-92.948199,22.978723,-42.715328,-92.532847,45.277372,-41.80292,131.773723,-43.277372,-92.80292,45.372263,-42.255474,132.963504,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
193,2025-03-14 01:00:00,0.0204,-0.003468,0.00313,0.008725,-0.008425,0.0235,0.023868,0.01727,0.011675,0.028825,0.0031,-100.0,-84.65701,-57.229506,-100.0,15.196078,-43.277372,-92.80292,45.372263,-42.255474,132.963504,-43.729927,-93.072993,45.467153,-42.817518,134.153285,0.547445,0.729927,1.094891,0.437956,2.189781,4,3,2,5,1,naive,naive,False,1.0,5.0
194,2025-03-14 01:30:00,0.0163,-0.008936,-0.00392,0.003778,-0.014281,0.0204,0.025236,0.02022,0.012522,0.030581,0.0041,-100.0,-100.0,-76.82336,-100.0,25.153374,-43.729927,-93.072993,45.467153,-42.817518,134.153285,-44.182482,-93.343066,45.562044,-43.379562,135.343066,0.547445,0.729927,1.094891,0.437956,2.189781,4,3,2,5,1,naive,naive,False,1.0,5.0
195,2025-03-14 02:00:00,0.0147,-0.016086,-0.018321,-0.000441,-0.020419,0.0163,0.030786,0.033021,0.015141,0.035119,0.0016,-100.0,-100.0,-100.0,-100.0,10.884354,-44.182482,-93.343066,45.562044,-43.379562,135.343066,-44.452555,-93.79562,45.656934,-43.941606,136.532847,0.729927,0.547445,1.094891,0.437956,2.189781,3,4,2,5,1,naive,naive,False,1.0,5.0
196,2025-03-14 02:30:00,0.0126,-0.020411,-0.025333,-0.002985,-0.019678,0.0147,0.033011,0.037933,0.015585,0.032278,0.0021,-100.0,-100.0,-100.0,-100.0,16.666667,-44.452555,-93.79562,45.656934,-43.941606,136.532847,-44.905109,-94.357664,45.751825,-44.211679,137.722628,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
197,2025-03-14 03:00:00,0.0118,-0.022461,-0.027318,-0.004942,-0.017832,0.0126,0.034261,0.039118,0.016742,0.029632,0.0008,-100.0,-100.0,-100.0,-100.0,6.779661,-44.905109,-94.357664,45.751825,-44.211679,137.722628,-45.357664,-94.919708,45.846715,-44.481752,138.912409,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
198,2025-03-14 03:30:00,0.011,-0.0216,-0.016343,-0.006222,-0.012908,0.0118,0.0326,0.027343,0.017222,0.023908,0.0008,-100.0,-100.0,-100.0,-100.0,7.272727,-45.357664,-94.919708,45.846715,-44.481752,138.912409,-45.919708,-95.372263,45.941606,-44.751825,140.10219,0.437956,0.547445,1.094891,0.729927,2.189781,5,4,2,3,1,naive,naive,False,1.0,5.0
199,2025-03-14 04:00:00,0.0108,-0.016157,0.00092,-0.006127,-0.007862,0.011,0.026957,0.00988,0.016927,0.018662,0.0002,-100.0,-91.47866,-100.0,-100.0,1.851852,-45.919708,-95.372263,45.941606,-44.751825,140.10219,-46.481752,-95.277372,45.671533,-45.20438,141.291971,0.437956,1.094891,0.729927,0.547445,2.189781,5,2,3,4,1,naive,naive,False,1.0,5.0
200,2025-03-14 04:30:00,0.0109,-0.009211,0.02058,0.005257,-0.002386,0.0108,0.020111,0.00968,0.005643,0.013286,0.0001,-100.0,88.808668,-51.773727,-100.0,-0.917431,-46.481752,-95.277372,45.671533,-45.20438,141.291971,-47.043796,-95.547445,45.766423,-45.656934,142.481752,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
201,2025-03-14 05:00:00,0.0124,-0.003457,0.038113,0.005485,0.002896,0.0109,0.015857,0.025713,0.006915,0.009504,0.0015,-100.0,100.0,-55.768176,-76.645252,-12.096774,-47.043796,-95.547445,45.766423,-45.656934,142.481752,-47.49635,-96.109489,45.861314,-45.927007,143.671533,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
202,2025-03-14 05:30:00,0.0149,0.004125,0.05735,0.007976,0.010716,0.0124,0.010775,0.04245,0.006924,0.004184,0.0025,-72.315436,100.0,-46.471242,-28.077459,-16.778523,-47.49635,-96.109489,45.861314,-45.927007,143.671533,-47.948905,-96.671533,45.591241,-45.832117,144.861314,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
203,2025-03-14 06:00:00,0.0191,0.011986,0.069052,0.012515,0.020942,0.0149,0.007114,0.049952,0.006585,0.001842,0.0042,-37.247569,100.0,-34.475198,9.642246,-21.989529,-47.948905,-96.671533,45.591241,-45.832117,144.861314,-48.40146,-97.233577,45.321168,-44.642336,144.956204,0.547445,0.437956,0.729927,2.189781,1.094891,4,5,3,1,2,kalman,kalman,False,1.0,5.0
204,2025-03-14 06:30:00,0.0265,0.023432,0.083268,0.014618,0.03507,0.0191,0.003068,0.056768,0.011882,0.00857,0.0074,-11.576819,100.0,-44.837652,32.337876,-27.924528,-48.40146,-97.233577,45.321168,-44.642336,144.956204,-47.211679,-97.79562,44.868613,-44.912409,145.051095,2.189781,0.437956,0.547445,0.729927,1.094891,1,5,4,3,2,linear,linear,False,1.0,5.0
205,2025-03-14 07:00:00,0.0374,0.039939,0.113951,0.02265,0.057227,0.0265,0.002539,0.076551,0.01475,0.019827,0.0109,6.789534,100.0,-39.438282,53.012865,-29.144385,-47.211679,-97.79562,44.868613,-44.912409,145.051095,-46.021898,-98.357664,44.59854,-45.364964,145.145985,2.189781,0.437956,0.729927,0.547445,1.094891,1,5,3,4,2,linear,linear,False,1.0,5.0
206,2025-03-14 07:30:00,0.0504,0.064546,0.159485,0.034402,0.088953,0.0374,0.014146,0.109085,0.015998,0.038553,0.013,28.068311,100.0,-31.742088,76.493799,-25.793651,-46.021898,-98.357664,44.59854,-45.364964,145.145985,-45.927007,-98.919708,44.328467,-45.817518,146.335766,1.094891,0.437956,0.729927,0.547445,2.189781,2,5,3,4,1,naive,naive,False,1.0,5.0
207,2025-03-14 08:00:00,0.0591,0.096118,0.220736,0.048621,0.125966,0.0504,0.037018,0.161636,0.010479,0.066866,0.0087,62.635968,100.0,-17.731524,100.0,-14.720812,-45.927007,-98.919708,44.328467,-45.817518,146.335766,-46.19708,-99.481752,44.423358,-46.270073,147.525547,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
208,2025-03-14 08:30:00,0.0639,0.125636,0.26142,0.058544,0.148958,0.0591,0.061736,0.19752,0.005356,0.085058,0.0048,96.613011,100.0,-8.382299,100.0,-7.511737,-46.19708,-99.481752,44.423358,-46.270073,147.525547,-46.467153,-100.043796,44.518248,-46.722628,148.715328,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
209,2025-03-14 09:00:00,0.0659,0.145761,0.268436,0.064387,0.152836,0.0639,0.079861,0.202536,0.001513,0.086936,0.002,100.0,100.0,-2.295583,100.0,-3.034901,-46.467153,-100.043796,44.518248,-46.722628,148.715328,-46.737226,-100.605839,45.708029,-47.175182,148.810219,0.729927,0.437956,2.189781,0.547445,1.094891,3,5,1,4,2,alphabeta,alphabeta,False,1.0,5.0
210,2025-03-14 09:30:00,0.0649,0.153332,0.236424,0.066909,0.141469,0.0659,0.088432,0.171524,0.002009,0.076569,0.001,100.0,100.0,3.094807,100.0,1.540832,-46.737226,-100.605839,45.708029,-47.175182,148.810219,-47.189781,-101.167883,45.80292,-47.445255,150.0,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
211,2025-03-14 10:00:00,0.0659,0.145761,0.169679,0.066156,0.11852,0.0649,0.079861,0.103779,0.000256,0.05262,0.001,100.0,100.0,0.388791,79.848236,-1.517451,-47.189781,-101.167883,45.80292,-47.445255,150.0,-47.642336,-101.729927,46.992701,-47.715328,150.094891,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
212,2025-03-14 10:30:00,0.0663,0.128918,0.095252,0.067124,0.100457,0.0659,0.062618,0.028952,0.000824,0.034157,0.0004,94.44624,43.668812,1.243081,51.519254,-0.603318,-47.642336,-101.729927,46.992701,-47.715328,150.094891,-48.20438,-102.0,47.087591,-48.167883,151.284672,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
213,2025-03-14 11:00:00,0.0675,0.107311,0.026564,0.06773,0.086792,0.0663,0.039811,0.040936,0.00023,0.019292,0.0012,58.978836,-60.64591,0.341469,28.580824,-1.777778,-48.20438,-102.0,47.087591,-48.167883,151.284672,-48.656934,-102.562044,48.277372,-48.437956,151.379562,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
214,2025-03-14 11:30:00,0.0678,0.088814,-0.021832,0.069139,0.079977,0.0675,0.021014,0.089632,0.001339,0.012177,0.0003,30.994522,-100.0,1.975114,17.959613,-0.442478,-48.656934,-102.562044,48.277372,-48.437956,151.379562,-49.109489,-103.124088,48.372263,-48.708029,152.569343,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
